ID,track,tag,ts,x,y,step,angle,angle_deg,state
10483_81,81,10483,2023-02-22T05:23:23Z,508588.3944461911,2771183.43801461,1.0440524699681653,-2.233915866517422,-127.99395093875845,2
10483_81,81,10483,2023-02-22T05:24:03Z,508588.60236989334,2771184.461153552,0.7153862993543542,-1.8194985355144295,-104.24958691521093,2
10483_81,81,10483,2023-02-22T05:24:43Z,508589.2467882184,2771184.1505049085,1.002689903930174,-1.6298833646217286,-93.38543789140732,2
10483_81,81,10483,2023-02-22T05:25:23Z,508588.7588033928,2771183.2745723464,2.5670864685206007,1.3732019745138317,78.6786775586738,2
10483_81,81,10483,2023-02-22T05:26:03Z,508590.7124702276,2771181.609303949,2.0370623311793663,-1.9483830289694208,-111.63412443486344,2
10483_81,81,10483,2023-02-22T05:26:43Z,508588.91255458485,2771180.65540321,4.260983470737481,0.9742695968565418,55.82153600779203,1
10483_81,81,10483,2023-02-22T05:27:23Z,508588.44821407396,2771176.419796048,1.0334986329721352,-0.40872302939126004,-23.4181045739207,1
10483_81,81,10483,2023-02-22T05:28:03Z,508587.93656040344,2771175.521837282,5.178583336557565,-0.04770951096487375,-2.73355362092039,1
10483_81,81,10483,2023-02-22T05:28:43Z,508585.1611347455,2771171.149796821,3.9885467255346323,0.8866443794479824,50.8009808713653,1
10483_81,81,10483,2023-02-22T05:29:23Z,508586.41965941084,2771167.3650087626,1.8260510831513006,-0.5672892409101167,-32.50327926732989,1
10483_81,81,10483,2023-02-22T05:30:03Z,508585.97449109034,2771165.5940520368,2.6586084162079064,0.648667248785572,37.16589566377585,1
10483_81,81,10483,2023-02-22T05:30:43Z,508587.0156711553,2771163.1478012763,3.919943450823823,-0.6523570910057592,-37.377308050061764,1
10483_81,81,10483,2023-02-22T05:31:23Z,508586.04601713445,2771159.34967967,4.587889055433632,-0.16064373188524028,-9.20420784225544,1
10483_81,81,10483,2023-02-22T05:32:03Z,508584.2147057734,2771155.1431342126,1.2330394284350397,0.4809913150225906,27.558772333241876,1
